"title","speaker","lines"
"The World Was Wide Enough","FULL COMPANY (EXCEPT HAMILTON AND BURR)","Five six seven eight nine-"
"The World Was Wide Enough","BURR","There are ten things you need to know"
"The World Was Wide Enough","COMPANY","Number one!"
"The World Was Wide Enough","BURR","We rowed across the Hudson at dawn"
"The World Was Wide Enough","BURR","My friend, William P. Van Ness signed on as my-"
"The World Was Wide Enough","BURR & COMPANY","Number two!"
"The World Was Wide Enough","BURR","Hamilton arrived with his crew:"
"The World Was Wide Enough","BURR","Nathaniel Pendleton and a doctor that he knew"
"The World Was Wide Enough","COMPANY","Number three!"
"The World Was Wide Enough","BURR","I watched Hamilton examine the terrain"
"The World Was Wide Enough","BURR","I wish I could tell you what was happ'ning in his brain"
"The World Was Wide Enough","BURR","This man has poisoned my political pursuits!"
"The World Was Wide Enough","COMPANY","Most disputes die and no one shoots!"
"The World Was Wide Enough","COMPANY","Number four!"
"The World Was Wide Enough","BURR","Hamilton drew first position"
"The World Was Wide Enough","BURR","Looking, to the world, like a man on a mission"
"The World Was Wide Enough","BURR","This is a soldier with a marksman's ability"
"The World Was Wide Enough","BURR","The doctor turned around so he could have deniability"
"The World Was Wide Enough","COMPANY","Five!"
"The World Was Wide Enough","BURR","Now I didn't know this at the time"
"The World Was Wide Enough","BURR","But we were-"
"The World Was Wide Enough","BURR/PHILIP","Near the same spot "
"The World Was Wide Enough","HAMILTON","Near the same spot"
"The World Was Wide Enough","BURR/PHILIP","Your son died, is that "
"The World Was Wide Enough","HAMILTON","My son died, is that"
"The World Was Wide Enough","BURR/PHILIP","Why-"
"The World Was Wide Enough","HAMILTON","Why-"
"The World Was Wide Enough","COMPANY","Six!"
"The World Was Wide Enough","BURR","He examined his gun with such rigor?"
"The World Was Wide Enough","BURR","I watched as he methodically fiddled with the trigger"
"The World Was Wide Enough","COMPANY","Seven!"
"The World Was Wide Enough","BURR","Confession time? Here's what I got:"
"The World Was Wide Enough","BURR","My fellow soldiers'll tell you I'm a terrible shot"
"The World Was Wide Enough","COMPANY","Number eight!"
"The World Was Wide Enough","BURR/HAMILTON & ENSEMBLE MEN","Your last chance to negotiate"
"The World Was Wide Enough","BURR/HAMILTON & ENSEMBLE MEN","Send in your seconds, see if they can set the record straight"
"The World Was Wide Enough","BURR","They won't teach you this in your classes"
"The World Was Wide Enough","BURR","But look it up, Hamilton was wearing his glasses"
"The World Was Wide Enough","BURR","Why? If not to take deadly aim?"
"The World Was Wide Enough","BURR","It's him or me, the world will never be the same"
"The World Was Wide Enough","BURR","I had only one thought before the slaughter:"
"The World Was Wide Enough","BURR","This man will not make an orphan of my daughter"
"The World Was Wide Enough","COMPANY","Number nine!"
"The World Was Wide Enough","BURR","Look him in the eye, aim no higher"
"The World Was Wide Enough","BURR","Summon all the courage you require"
"The World Was Wide Enough","BURR","Then count:"
"The World Was Wide Enough","COMPANY","One two three four five six seven eight nine"
"The World Was Wide Enough","COMPANY","Number ten paces! Fire!-"
"The World Was Wide Enough","HAMILTON","I imagine death so much it feels more like a memory"
"The World Was Wide Enough","HAMILTON","Is this where it gets me, on my feet, sev'ral feet ahead of me?"
"The World Was Wide Enough","HAMILTON","I see it coming, do I run or fire my gun or let it be?"
"The World Was Wide Enough","HAMILTON","There is no beat, no melody"
"The World Was Wide Enough","HAMILTON","Burr, my first friend, my enemy"
"The World Was Wide Enough","HAMILTON","Maybe the last face I ever see"
"The World Was Wide Enough","HAMILTON","If I throw away my shot, is this how you'll remember me?"
"The World Was Wide Enough","HAMILTON","What if this bullet is my legacy?"
"The World Was Wide Enough","HAMILTON","Legacy. What is a legacy?"
"The World Was Wide Enough","HAMILTON","It's planting seeds in a garden you never get to see"
"The World Was Wide Enough","HAMILTON","I wrote some notes at the beginning of a song someone will sing for me"
"The World Was Wide Enough","HAMILTON","America, you great unfinished symphony, you sent for me"
"The World Was Wide Enough","HAMILTON","You let me make a difference"
"The World Was Wide Enough","HAMILTON","A place where even orphan immigrants"
"The World Was Wide Enough","HAMILTON","Can leave their fingerprints and rise up"
"The World Was Wide Enough","HAMILTON","I'm running out of time. I'm running, and my time's up"
"The World Was Wide Enough","HAMILTON","Wise up. Eyes up"
"The World Was Wide Enough","HAMILTON","I catch a glimpse of the other side"
"The World Was Wide Enough","HAMILTON","Laurens leads a soldiers' chorus on the other side"
"The World Was Wide Enough","HAMILTON","My son is on the other side"
"The World Was Wide Enough","HAMILTON","He's with my mother on the other side"
"The World Was Wide Enough","HAMILTON","Washington is watching from the other side"
"The World Was Wide Enough","HAMILTON","Teach me how to say goodbye"
"The World Was Wide Enough","HAMILTON","Rise up, rise up, rise up"
"The World Was Wide Enough","HAMILTON","Eliza"
"The World Was Wide Enough","HAMILTON","My love, take your time"
"The World Was Wide Enough","HAMILTON","I'll see you on the other side"
"The World Was Wide Enough","HAMILTON","Raise a glass to freedom..."
"The World Was Wide Enough","BURR & COMPANY","He aims his pistol at the sky-"
"The World Was Wide Enough","BURR","Wait!"
"The World Was Wide Enough","BURR","I strike him right between his ribs"
"The World Was Wide Enough","BURR","I walk towards him, but I am ushered away"
"The World Was Wide Enough","BURR","They row him back across the Hudson"
"The World Was Wide Enough","BURR","I get a drink"
"The World Was Wide Enough","COMPANY","Aaaah"
"The World Was Wide Enough","COMPANY","Aaaah"
"The World Was Wide Enough","COMPANY","Aaaah"
"The World Was Wide Enough","BURR","I hear wailing in the streets"
"The World Was Wide Enough","COMPANY","Aaaah"
"The World Was Wide Enough","COMPANY","Aaaah"
"The World Was Wide Enough","COMPANY","Aaaah"
"The World Was Wide Enough","BURR","Somebody tells me,"
"The World Was Wide Enough","BURR","""You'd better hide."""
"The World Was Wide Enough","COMPANY","Aaaah"
"The World Was Wide Enough","COMPANY","Aaaah"
"The World Was Wide Enough","COMPANY","Aaaah"
"The World Was Wide Enough","BURR","They say"
"The World Was Wide Enough","ANGELICA/BURR","Angelica and Eliza-"
"The World Was Wide Enough","BURR","Were both at his side when he died"
"The World Was Wide Enough","BURR","Death doesn't discriminate"
"The World Was Wide Enough","BURR","Between the sinners and the saints"
"The World Was Wide Enough","BURR","It takes and it takes and it takes"
"The World Was Wide Enough","BURR","History obliterates"
"The World Was Wide Enough","BURR","In every picture it paints"
"The World Was Wide Enough","BURR","It paints me and all my mistakes"
"The World Was Wide Enough","BURR","When Alexander aimed"
"The World Was Wide Enough","BURR","At the sky"
"The World Was Wide Enough","BURR","He may have been the first one to die"
"The World Was Wide Enough","BURR","But I'm the one who paid for it"
"The World Was Wide Enough","BURR","I survived, but I paid for it"
"The World Was Wide Enough","BURR","Now I'm the villain in your history"
"The World Was Wide Enough","BURR","I was too young and blind to see..."
"The World Was Wide Enough","BURR","I should've known"
"The World Was Wide Enough","BURR","I should've known"
"The World Was Wide Enough","BURR","The world was wide enough for both Hamilton and me"
"The World Was Wide Enough","BURR","The world was wide enough for both Hamilton and me"
